S.No,Headline,Source,Link,Category,Cleaned_Text,Sentiment
278,United Nations Security Council meeting on Gaza highlights growing isolation of U.S. on West Asia conflict,Hindu,https://www.thehindu.com/news/international/united-nations-security-council-meeting-on-gaza-highlights-growing-isolation-of-us-on-mideast-conflict/article70087221.ece,International,united nations security council meeting gaza highlights growing isolation west asia conflict,Neutral
279,Super Typhoon lashes Hong Kong with hurricane-force winds and heavy rain,Hindu,https://www.thehindu.com/news/international/super-typhoon-lashes-hong-kong-with-hurricane-force-winds-and-heavy-rain/article70086518.ece,International,super typhoon lashes hong kong hurricaneforce winds heavy rain,Positive
280,France's Macron warns against 'survival of the fittest' in world affairs,Hindu,https://www.thehindu.com/news/international/frances-macron-warns-against-survival-of-the-fittest-in-world-affairs/article70086522.ece,International,frances macron warns survival fittest world affairs,Neutral
281,Rupee rises 4 paise to close at 88.72 against U.S. dollar,Hindu,https://www.thehindu.com/business/markets/rupee-rises-4-paise-to-close-at-8872-against-us-dollar/article70097461.ece,Business,rupee rises paise close dollar,Neutral
282,Supreme Court defers Vodafone Idea plea against extra AGR demand to October 6,Hindu,https://www.thehindu.com/news/national/supreme-court-defers-vodafone-idea-plea-against-extra-agr-demand-to-october-6/article70097233.ece,Business,supreme court defers vodafone idea plea extra agr demand october,Neutral
283,"Government says India held ‘constructive’ meetings in the U.S., does not reveal date of next official meeting",Hindu,https://www.thehindu.com/business/Economy/india-held-constructive-meetings-in-us-does-not-reveal-date-of-next-official-negotiation-round-government/article70097198.ece,Business,government says india held constructive meetings reveal date next official meeting,Neutral
284,India’s compute consumption still remains low; with students having only a tiny access to computers,Hindu,https://www.thehindu.com/business/Industry/indias-compute-consumption-still-remains-low-with-students-having-only-a-tiny-access-to-computers/article70094174.ece,Business,indias compute consumption still remains low students tiny access computers,Neutral
285,Turkish Airlines to expand fleet with 225 new Boeing aircraft after Tayyip Erdogan's U.S. visit,Hindu,https://www.thehindu.com/news/international/turkish-airlines-to-expand-fleet-with-225-new-boeing-aircraft-after-tayyip-erdogans-us-visit/article70096965.ece,Business,turkish airlines expand fleet new boeing aircraft tayyip erdogans visit,Positive
286,"Somerville College, University of Oxford, honours Tata Sons chairman Natarajan Chandrasekaran with Foundation Fellowship",Hindu,https://www.thehindu.com/business/somerville-college-university-of-oxford-honours-tata-sons-chairman-natarajan-chandrasekaran-with-foundation-fellowship/article70094528.ece,Business,somerville college university oxford honours tata sons chairman natarajan chandrasekaran foundation fellowship,Neutral
287,Immediate impact on Indian pharma exports unlikely: Pharmexcil chairman Namit Joshi,Hindu,https://www.thehindu.com/business/Industry/immediate-impact-on-indian-pharma-exports-unlikely-pharmexcil-chairman-namit-joshi/article70096708.ece,Business,immediate impact indian pharma exports unlikely pharmexcil chairman namit joshi,Negative
288,U.S. plans 1:1 chip production rule to curb overseas reliance: Report,Hindu,https://www.thehindu.com/sci-tech/technology/us-plans-11-chip-production-rule-to-curb-overseas-reliance-report/article70096705.ece,Business,plans chip production rule curb overseas reliance report,Neutral
289,Supreme Court upholds NCLAT approval of JSW’s resolution plan for Bhushan Power and Steel Limited,Hindu,https://www.thehindu.com/business/Industry/supreme-court-bhushan-power-and-steel-limited-insolvency-acquisition-jsw-verdict-sept-26-2025/article70096698.ece,Business,supreme court upholds nclat approval jsws resolution plan bhushan power steel limited,Negative
290,"CoreWeave expands OpenAI pact with new $6.5 billion contract, sees ""the quarter of diversification""",Hindu,https://www.thehindu.com/sci-tech/technology/coreweave-expands-openai-pact-with-new-65-billion-contract-sees-the-quarter-of-diversification/article70096276.ece,Business,coreweave expands openai pact new billion contract sees quarter diversification,Positive
291,"Rupee recovers from all-time low, rises 6 paise to 88.70 against U.S. dollar",Hindu,https://www.thehindu.com/business/markets/rupee-recovers-from-all-time-low-rises-6-paise-to-8870-against-us-dollar/article70096441.ece,Business,rupee recovers alltime low rises paise dollar,Neutral
292,Elon Musk's xAI to provide Grok chatbot to U.S. federal agencies,Hindu,https://www.thehindu.com/sci-tech/technology/elon-musks-xai-to-provide-grok-chatbot-to-us-federal-agencies/article70096281.ece,Business,elon musks xai provide grok chatbot federal agencies,Neutral
293,"Equity markets trade lower dragged by pharma stocks, relentless foreign fund outflows",Hindu,https://www.thehindu.com/business/markets/equity-markets-trade-lower-dragged-by-pharma-stocks-relentless-foreign-fund-outflows/article70096444.ece,Business,equity markets trade lower dragged pharma stocks relentless foreign fund outflows,Negative
294,U.S. judge preliminarily approves $1.5 billion Anthropic copyright settlement,Hindu,https://www.thehindu.com/sci-tech/technology/us-judge-preliminarily-approves-15-billion-anthropic-copyright-settlement/article70096260.ece,Business,judge preliminarily approves billion anthropic copyright settlement,Neutral
295,"Doubling capacity at Mumbai terminal boosts efficiency, faster vessel turnaround, says PSA India",Hindu,https://www.thehindu.com/business/doubling-capacity-at-mumbai-terminal-boosts-efficiency-faster-vessel-turnaround-says-psa-india/article70094802.ece,Business,doubling capacity mumbai terminal boosts efficiency faster vessel turnaround says psa india,Neutral
296,Amazon to pay $2.5 billion to settle Prime deception allegations,Hindu,https://www.thehindu.com/sci-tech/technology/amazon-to-pay-25-billion-to-settle-prime-deception-allegations/article70096270.ece,Business,amazon pay billion settle prime deception allegations,Neutral
297,Škoda to introduce next generation Octavia RS in India,Hindu,https://www.thehindu.com/business/%C5%A1koda-to-introduce-next-generation-octavia-rs-in-india/article70093177.ece,Business,koda introduce next generation octavia india,Neutral
298,Natco Pharma mulls demerger of agro business,Hindu,https://www.thehindu.com/business/natco-pharma-mulls-demerger-of-agro-business/article70094763.ece,Business,natco pharma mulls demerger agro business,Neutral
299,"Coca-Cola bottlers to invest ₹25,760 crore in India's food processing sector",Hindu,https://www.thehindu.com/business/coca-cola-bottlers-to-invest-25760-crore-in-indias-food-processing-sector/article70094821.ece,Business,cocacola bottlers invest crore indias food processing sector,Neutral
300,"Standard Chartered, CCIL and IFSCA to open dollar clearing facility on October 7",Hindu,https://www.thehindu.com/business/standard-chartered-ccil-and-ifsca-to-open-dollar-clearing-facility-on-october-7/article70093833.ece,Business,standard chartered ccil ifsca open dollar clearing facility october,Neutral
301,TVS Motor to buy Italian automotive design firm Engines Engineering,Hindu,https://www.thehindu.com/business/tvs-motor-to-buy-italian-automotive-design-firm-engines-engineering/article70094079.ece,Business,tvs motor buy italian automotive design firm engines engineering,Negative
302,Outward remittances under LRS dips 11% in July to $2452.93 million,Hindu,https://www.thehindu.com/business/outward-remittances-under-lrs-dips-11-in-july-to-245293-million/article70094648.ece,Business,outward remittances lrs dips july million,Neutral
303,Late Cyrus Mistry son Firoz joins Afcons Board,Hindu,https://www.thehindu.com/business/late-cyrus-mistry-son-firoz-joins-afcons-board/article70093105.ece,Business,late cyrus mistry son firoz joins afcons board,Negative
304,Elitecon International to raise ₹300 crore by QIP,Hindu,https://www.thehindu.com/business/elitecon-international-to-raise-300-crore-by-qip/article70092986.ece,Business,elitecon international raise crore qip,Neutral
305,"Nuvama, C&W-backed fund buys office campus in Chennai from Keppel for ₹2,550 crore",Hindu,https://www.thehindu.com/business/nuvama-cw-backed-fund-buys-office-campus-in-chennai-from-keppel-for-2550-crore/article70094828.ece,Business,nuvama cwbacked fund buys office campus chennai keppel crore,Neutral
306,"Industry sought extension of subsidies for e-2 wheelers, but unlikely: Kinetic Green’s Motwani",Hindu,https://www.thehindu.com/business/industry-sought-extension-of-subsidies-for-e-2-wheelers-but-unlikely-kinetic-greens-motwani/article70093196.ece,Business,industry sought extension subsidies wheelers unlikely kinetic greens motwani,Negative
307,"Spanish data centre firm Submer opens shop in India, plans manufacturing",Hindu,https://www.thehindu.com/business/Industry/spanish-data-centre-firm-submer-opens-shop-in-india-plans-manufacturing/article70093551.ece,Business,spanish data centre firm submer opens shop india plans manufacturing,Negative
308,Income Tax department extends deadline for tax audit report submission to October 31,Hindu,https://www.thehindu.com/business/Economy/income-tax-department-extends-deadline-for-tax-audit-report-submission-to-october-31/article70093386.ece,Business,income tax department extends deadline tax audit report submission october,Neutral
309,RBI mandates tougher authentication process for digital transactions,Hindu,https://www.thehindu.com/business/Economy/rbi-mandates-tougher-authentication-process-for-digital-transactions/article70092908.ece,Business,rbi mandates tougher authentication process digital transactions,Neutral
310,"The Hindu Mind highlights: Telangana Dy CM Bhatti Vikramarka Mallu, Kerala FM K.N. Balagopal speak on GST 2.0",Hindu,https://www.thehindu.com/business/Economy/the-hindu-mind-conversation-bhatti-vikramarka-mallu-kn-balagopal-gst-september-25-2025/article70092752.ece,Business,hindu mind highlights telangana bhatti vikramarka mallu kerala balagopal speak gst,Neutral
311,"Uttar Pradesh traders, consumers will gain most from GST reforms: CM Yogi Adityanath",Hindu,https://www.thehindu.com/news/national/uttar-pradesh/uttar-pradesh-traders-consumers-will-gain-most-from-gst-reforms-cm-yogi-adityanath/article70089230.ece,Business,uttar pradesh traders consumers gain gst reforms yogi adityanath,Neutral
312,"Gold slips ₹125 to ₹1,12,430/10 g in futures trade as investors eye U.S. inflation data",Hindu,https://www.thehindu.com/business/markets/gold-slips-125-to-11243010-g-in-futures-trade-as-investors-eye-us-inflation-data/article70092198.ece,Business,gold slips futures trade investors eye inflation data,Neutral
313,Surge in silver jewellery imports from Thailand spurs DGFT to impose strict restrictions,Hindu,https://www.thehindu.com/business/Industry/surge-in-silver-jewellery-imports-from-thailand-spurs-dgft-to-impost-strict-restrictions/article70092086.ece,Business,surge silver jewellery imports thailand spurs dgft impose strict restrictions,Neutral
314,"Cabinet approves ₹69,725 crore package to revitalise shipbuilding, maritime ecosystem",Hindu,https://www.thehindu.com/news/national/cabinet-approves-69725-crore-package-to-revitalise-shipbuilding-maritime-ecosystem/article70092120.ece,Business,cabinet approves crore package revitalise shipbuilding maritime ecosystem,Neutral
315,"Stock markets fall in early trade on relentless foreign fund outflows, H-1B visa fee concerns",Hindu,https://www.thehindu.com/business/markets/stock-markets-fall-in-early-trade-on-relentless-foreign-fund-outflows-h-1b-visa-fee-concerns/article70091966.ece,Business,stock markets fall early trade relentless foreign fund outflows visa fee concerns,Negative
316,Rupee recovers 15 paise from all-time low to 88.60 against U.S. dollar in early trade,Hindu,https://www.thehindu.com/business/markets/rupee-recovers-15-paise-from-all-time-low-to-8860-against-us-dollar-in-early-trade/article70091935.ece,Business,rupee recovers paise alltime low dollar early trade,Positive
317,Collins Aerospace working on restoring software for airlines hit by cyberattack,Hindu,https://www.thehindu.com/sci-tech/technology/collins-aerospace-working-on-restoring-software-for-airlines-hit-by-cyberattack/article70091773.ece,Business,collins aerospace working restoring software airlines hit cyberattack,Neutral
318,Intel seeks investment from Apple: Report,Hindu,https://www.thehindu.com/sci-tech/technology/intel-seeks-investment-from-apple-report/article70091789.ece,Business,intel seeks investment apple report,Neutral
319,"Lenovo, Nutanix deepen alliance to deliver AI-ready cloud infra in India",Hindu,https://www.thehindu.com/business/Industry/lenovo-nutanix-deepen-alliance-to-deliver-ai-ready-cloud-infra-in-india/article70084613.ece,Business,lenovo nutanix deepen alliance deliver aiready cloud infra india,Neutral
320,Capri Global to raise upto ₹400 crore via NCD issue,Hindu,https://www.thehindu.com/business/Industry/capri-global-to-raise-upto-400-crore-via-ncd-issue/article70089160.ece,Business,capri global raise upto crore via ncd issue,Neutral
321,Sudhanshu Vats named as new chairman of ASCI,Hindu,https://www.thehindu.com/business/sudhanshu-vats-named-as-new-chairman-of-asci/article70081459.ece,Business,sudhanshu vats named new chairman asci,Positive
322,Glottis Limited fixes IPO price band at ₹120-₹129 per share,Hindu,https://www.thehindu.com/business/markets/glottis-limited-fixes-ipo-price-band-at-120-129-per-share/article70089136.ece,Business,glottis limited fixes ipo price band per share,Negative
323,No takers yet for govt’s EV import scheme,Hindu,https://www.thehindu.com/business/no-takers-yet-for-govts-ev-import-scheme/article70089666.ece,Business,takers yet govts import scheme,Neutral
324,Gem and Jewellery sector seeks urgent relief as U.S. tariff hits hard,Hindu,https://www.thehindu.com/business/gem-and-jewellery-sector-seeks-urgent-relief-as-us-tariff-hits-hard/article70089263.ece,Business,gem jewellery sector seeks urgent relief tariff hits hard,Negative
325,"Justice on GST disputes will now be fair, fast, transparent and accessible: FM Sitharaman",Hindu,https://www.thehindu.com/business/justice-on-gst-disputes-will-now-be-fair-fast-transparent-and-accessible-fm-sitharaman/article70089643.ece,Business,justice gst disputes fair fast transparent accessible sitharaman,Positive
326,"UPI now accepted in Qatar, Qatar Duty Free becomes first merchant",Hindu,https://www.thehindu.com/business/upi-now-accepted-in-qatar-qatar-duty-free-becomes-first-merchant/article70090456.ece,Business,upi accepted qatar qatar duty free becomes first merchant,Positive
327,ONGC eyes acquisition of 2.5-3 GW renewable energy projects,Hindu,https://www.thehindu.com/business/ongc-eyes-acquisition-of-25-3-gw-renewable-energy-projects/article70090466.ece,Business,ongc eyes acquisition renewable energy projects,Neutral
328,"Camera maker OM System re-enters India, eyes strong growth",Hindu,https://www.thehindu.com/business/camera-maker-om-system-re-enters-india-eyes-strong-growth/article70084625.ece,Business,camera maker system reenters india eyes strong growth,Positive
329,Growth outlook for H2 is one of optimism: RBI Bulletin,Hindu,https://www.thehindu.com/business/growth-outlook-for-h2-is-one-of-optimism-rbi-bulletin/article70090014.ece,Business,growth outlook one optimism rbi bulletin,Neutral
330,"Glenmark, Hengrui Pharma in pact for cancer drug",Hindu,https://www.thehindu.com/business/glenmark-hengrui-pharma-in-pact-for-cancer-drug/article70090084.ece,Business,glenmark hengrui pharma pact cancer drug,Neutral
331,U.S. FDA nod for Lupin’s copy of Gilead Sciences’ HIV drug,Hindu,https://www.thehindu.com/business/Industry/us-fda-nod-for-lupins-copy-of-gilead-sciences-hiv-drug/article70089677.ece,Business,fda nod lupins copy gilead sciences hiv drug,Neutral
332,"KreditVenture NBFC launched to serve MSMEs in tier 2, 3 cities",Hindu,https://www.thehindu.com/business/kreditventure-nbfc-launched-to-serve-msmes-in-tier-2-3-cities/article70085724.ece,Business,kreditventure nbfc launched serve msmes tier cities,Neutral
333,"Dr. Reddy’s, Hetero to supply Gilead’s HIV drug Lenacapavir at $40",Hindu,https://www.thehindu.com/business/dr-reddys-hetero-to-supply-gileads-hiv-drug-lenacapavir-at-40/article70090007.ece,Business,reddys hetero supply gileads hiv drug lenacapavir,Neutral
334,"GAIL board okays ₹5,364 crore Jamnagar-Loni LPG doubling pipeline capacity project",Hindu,https://www.thehindu.com/business/gail-board-okays-5364-crore-jamnagar-loni-lpg-doubling-pipeline-capacity-project/article70089701.ece,Business,gail board okays crore jamnagarloni lpg doubling pipeline capacity project,Neutral
335,"Coffee Board to hold awareness programmes on EUDR compliance, says CEO",Hindu,https://www.thehindu.com/business/coffee-board-to-hold-awareness-programmes-on-eudr-compliance-says-ceo/article70085100.ece,Business,coffee board hold awareness programmes eudr compliance says ceo,Neutral
336,"Sensex, Nifty decline for fourth day on profit taking in bank, auto shares; Sensex down 386 points",Hindu,https://www.thehindu.com/business/markets/sensex-nifty-decline-for-fourth-day-on-profit-taking-in-bank-auto-shares-sensex-down-386-points/article70088632.ece,Business,sensex nifty decline fourth day profit taking bank auto shares sensex points,Neutral
337,Rupee recovers 2 paise to close at 88.71 against U.S. dollar,Hindu,https://www.thehindu.com/business/markets/rupee-recovers-2-paise-to-close-at-8871-against-us-dollar/article70088657.ece,Business,rupee recovers paise close dollar,Neutral
338,"Adani says SEBI ruling vindicates group, signals resilience in post-Hindenburg era",Hindu,https://www.thehindu.com/business/Industry/adani-says-sebi-ruling-vindicates-group-signals-resilience-in-post-hindenburg-era/article70088194.ece,Business,adani says sebi ruling vindicates group signals resilience posthindenburg era,Neutral
339,Ambani’s Reliance Consumer Products Limited to set up integrated manufacturing facility in Tamil Nadu,Hindu,https://www.thehindu.com/news/national/tamil-nadu/ambani-reliance-consumer-products-limited-to-set-up-integrated-manufacturing-facility-in-tamil-nadu/article70087781.ece,Business,ambanis reliance consumer products limited set integrated manufacturing facility tamil nadu,Negative
340,GST 2.0 draws shoppers across Amazon and Flipkart,Hindu,https://www.thehindu.com/sci-tech/technology/gst-20-draws-shoppers-across-amazon-and-flipkart/article70087970.ece,Business,gst draws shoppers across amazon flipkart,Neutral
341,OpenAI’s Sam Altman and Nvidia’s Jensen Huang cautiously praise Trump’s H-1B visa fee: Report,Hindu,https://www.thehindu.com/sci-tech/technology/openais-sam-altman-and-nvidias-jensen-huang-cautiously-praise-trumps-h-1b-visa-fee-report/article70087906.ece,Business,openais sam altman nvidias jensen huang cautiously praise trumps visa fee report,Neutral
342,Walmart-backed PhonePe files confidential papers for IPO,Hindu,https://www.thehindu.com/business/markets/walmart-backed-phonepe-files-confidential-ipo/article70087861.ece,Business,walmartbacked phonepe files confidential papers ipo,Neutral
343,India-U.S. to increase energy trade in coming years: Commerce Minister Goyal says in New York,Hindu,https://www.thehindu.com/business/Economy/india-us-to-increase-energy-trade-in-coming-years-commerce-minister-goyal-says-in-new-york/article70087655.ece,Business,indiaus increase energy trade coming years commerce minister goyal says new york,Positive
344,"Stock markets decline in early trade on foreign fund outflows, U.S. H-1B visa fees concerns",Hindu,https://www.thehindu.com/business/markets/stock-markets-decline-in-early-trade-on-foreign-fund-outflows-us-h-1b-visa-fees-concerns/article70087379.ece,Business,stock markets decline early trade foreign fund outflows visa fees concerns,Negative
345,"EU queries Apple, Google, Microsoft over financial scams",Hindu,https://www.thehindu.com/sci-tech/technology/eu-queries-apple-google-microsoft-over-financial-scams/article70087252.ece,Business,queries apple google microsoft financial scams,Neutral
346,Rupee falls 7 paise to 88.80 against U.S. dollar in early trade,Hindu,https://www.thehindu.com/business/markets/rupee-dollar-rate-falls-all-time-low-updates-september-24-2025/article70087349.ece,Business,rupee falls paise dollar early trade,Positive
347,Google turns AI setbacks into dominance in just one year,Hindu,https://www.thehindu.com/sci-tech/technology/google-turns-ai-setbacks-into-dominance-in-just-one-year/article70087242.ece,Business,google turns setbacks dominance one year,Neutral
348,Amazon trial begins on FTC claims it duped Prime subscribers,Hindu,https://www.thehindu.com/sci-tech/technology/amazon-trial-begins-on-ftc-claims-it-duped-prime-subscribers/article70087247.ece,Business,amazon trial begins ftc claims duped prime subscribers,Neutral
349,"OpenAI shows off Stargate AI data centre in Texas and plans 5 more elsewhere with Oracle, Softbank",Hindu,https://www.thehindu.com/sci-tech/technology/openai-shows-off-stargate-ai-data-centre-in-texas-and-plans-5-more-elsewhere-with-oracle-softbank/article70087256.ece,Business,openai shows stargate data centre texas plans elsewhere oracle softbank,Neutral
350,How is the jewellery sector coping with U.S. tariffs? | Explained,Hindu,https://www.thehindu.com/business/Industry/how-is-the-jewellery-sector-coping-with-us-tariffs-explained/article70086091.ece,Business,jewellery sector coping tariffs explained,Neutral
351,Getting GST 2.0 to run like a well-oiled machine,Hindu,https://www.thehindu.com/opinion/op-ed/getting-gst-20-to-run-like-a-well-oiled-machine/article70085502.ece,Business,getting gst run like welloiled machine,Neutral
352,Automotive software in India seeing long development cycles as regulatory pressures adding to existing bottlenecks: BlackBerry firm,Hindu,https://www.thehindu.com/business/automotive-software-in-india-seeing-long-development-cycles-as-regulatory-pressures-adding-to-existing-bottlenecks-blackberry-firm/article70085218.ece,Business,automotive software india seeing long development cycles regulatory pressures adding existing bottlenecks blackberry firm,Negative
353,"Accenture proposes new campus in Andhra Pradesh, eyes adding 12,000 jobs",Hindu,https://www.thehindu.com/business/accenture-proposes-new-campus-in-andhra-pradesh-eyes-adding-12000-jobs/article70086119.ece,Business,accenture proposes new campus andhra pradesh eyes adding jobs,Positive
354,"India's strong private sector expansion loses some steam in September, PMIs show",Hindu,https://www.thehindu.com/business/indias-strong-private-sector-expansion-loses-some-steam-in-september-pmis-show/article70086066.ece,Business,indias strong private sector expansion loses steam september pmis show,Positive
355,IT stocks fall for 2nd day; Hexaware Tech drops 5%,Hindu,https://www.thehindu.com/business/markets/it-stocks-fall-for-2nd-day-hexaware-tech-drops-5/article70086067.ece,Business,stocks fall day hexaware tech drops,Neutral
356,"ACME Solar secures ₹1,100 crore refinancing from SBI for 300 MW project in Rajasthan",Hindu,https://www.thehindu.com/business/acme-solar-secures-1100-crore-refinancing-from-sbi-for-300-mw-project-in-rajasthan/article70086072.ece,Business,acme solar secures crore refinancing sbi project rajasthan,Neutral
357,"Surat-based Rocket raises $15 million in seed funding led by Salesforce Ventures, Accel",Hindu,https://www.thehindu.com/business/surat-based-rocket-raises-15-million-in-seed-funding-led-by-salesforce-ventures-accel/article70086089.ece,Business,suratbased rocket raises million seed funding led salesforce ventures accel,Neutral
358,SMBC picks up additional 4.22% stake in Yes Bank,Hindu,https://www.thehindu.com/business/smbc-picks-up-additional-422-stake-in-yes-bank/article70086060.ece,Business,smbc picks additional stake yes bank,Neutral
359,"Start to festive season extremely encouraging, says SIAM chief",Hindu,https://www.thehindu.com/business/start-to-festive-season-extremely-encouraging-says-siam-chief/article70085550.ece,Business,start festive season extremely encouraging says siam chief,Negative
360,Rupee hits a new low of 88.73 against U.S. dollar,Hindu,https://www.thehindu.com/business/rupee-hits-a-new-low-of-8873-against-us-dollar/article70085884.ece,Business,rupee hits new low dollar,Positive
361,Jio-Blackrock unveils maiden new fund offer,Hindu,https://www.thehindu.com/business/jio-blackrock-unveils-maiden-fund-offer/article70085816.ece,Business,jioblackrock unveils maiden new fund offer,Positive
362,"Scope huge for Indian tea sector, says global expert",Hindu,https://www.thehindu.com/business/scope-huge-for-indian-tea-sector-says-global-expert/article70084896.ece,Business,scope huge indian tea sector says global expert,Positive
363,India will be among top 10 countries on Global Innovation Index in next 3 years: Amit Shah,Hindu,https://www.thehindu.com/business/india-will-be-among-top-10-countries-on-global-innovation-index-in-next-3-years-amit-shah/article70084509.ece,Business,india among top countries global innovation index next years amit shah,Positive
364,"Telangana Deputy CM Bhatti Vikramarka Mallu, Kerala FM K.N. Balagopal to be next guests on The Hindu Mind",Hindu,https://www.thehindu.com/news/national/telangana-deputy-cm-bhatti-vikramarka-mallu-kerala-fm-kn-balagopal-to-be-next-guests-on-the-hindu-mind/article70084409.ece,Business,telangana deputy bhatti vikramarka mallu kerala balagopal next guests hindu mind,Neutral
365,"Stock markets decline for 3rd straight session on FII outflows, H-1B concerns",Hindu,https://www.thehindu.com/business/markets/stock-markets-decline-for-3rd-straight-session-on-fii-outflows-h-1b-concerns/article70084382.ece,Business,stock markets decline straight session fii outflows concerns,Positive
366,Shashi Tharoor says H-1B visa fee hike driven by Donald Trump's domestic politics,Hindu,https://www.thehindu.com/news/national/shashi-tharoor-says-h-1b-visa-fee-hike-driven-by-donald-trumps-domestic-politics/article70084319.ece,Business,shashi tharoor says visa fee hike driven donald trumps domestic politics,Neutral
367,Falling exports of tariff-free products to U.S. cause of concern: Congress,Hindu,https://www.thehindu.com/news/national/falling-exports-of-tariff-free-products-to-us-cause-of-concern-congress/article70084214.ece,Business,falling exports tarifffree products cause concern congress,Neutral
368,‘India urgently requires practical skilling ecosystem to excel in high precision industries’,Hindu,https://www.thehindu.com/business/Industry/india-urgently-requires-practical-skilling-ecosystem-to-excel-in-high-precision-industries/article70084007.ece,Business,india urgently requires practical skilling ecosystem excel high precision industries,Positive
369,S&P retains India’s GDP growth forecast at 6.5% on strong domestic demand,Hindu,https://www.thehindu.com/business/Economy/sp-retains-indias-gdp-growth-forecast-at-65-on-strong-domestic-demand/article70083648.ece,Business,retains indias gdp growth forecast strong domestic demand,Positive
370,Meta's AI system Llama approved for use by U.S. government agencies,Hindu,https://www.thehindu.com/sci-tech/technology/metas-ai-system-llama-approved-for-use-by-us-government-agencies/article70083402.ece,Business,metas system llama approved use government agencies,Neutral
371,Stock markets trade lower after rising in early trade,Hindu,https://www.thehindu.com/business/markets/stock-markets-trade-lower-after-rising-in-early-trade/article70083521.ece,Business,stock markets trade lower rising early trade,Positive
372,"Gold scales all-time high of ₹1,12,750/10 g on U.S. Fed easing bets, global cues",Hindu,https://www.thehindu.com/business/markets/gold-scales-all-time-high-of-11275010-g-on-fed-easing-bets-global-cues/article70083513.ece,Business,gold scales alltime high fed easing bets global cues,Positive
373,Rupee slumps 47 paise to hit an all-time low of 88.75 against U.S. dollar,Hindu,https://www.thehindu.com/business/markets/india-rupee-hits-all-time-low-on-september-23-2025/article70083299.ece,Business,rupee slumps paise hit alltime low dollar,Neutral
374,"Oracle appoints insiders Clay Magouyrk, Mike Sicilia as co-CEOs in surprise move",Hindu,https://www.thehindu.com/sci-tech/technology/oracle-appoints-insiders-clay-magouyrk-mike-sicilia-as-co-ceos-in-surprise-move/article70083218.ece,Business,oracle appoints insiders clay magouyrk mike sicilia coceos surprise move,Neutral
375,Tech giants help lift U.S. stocks to fresh records,Hindu,https://www.thehindu.com/sci-tech/technology/tech-giants-help-lift-us-stocks-to-fresh-records/article70083204.ece,Business,tech giants help lift stocks fresh records,Positive
376,Google seeks to avoid ad tech breakup as antitrust trial begins,Hindu,https://www.thehindu.com/sci-tech/technology/google-seeks-to-avoid-ad-tech-breakup-as-antitrust-trial-begins/article70083203.ece,Business,google seeks avoid tech breakup antitrust trial begins,Neutral
377,"Nvidia to invest $100 billion in OpenAI, linking two artificial intelligence titans",Hindu,https://www.thehindu.com/sci-tech/technology/nvidia-to-invest-100-billion-in-openai-linking-two-artificial-intelligence-titans/article70083211.ece,Business,nvidia invest billion openai linking two artificial intelligence titans,Negative
378,Why is India not importing corn from the U.S.? | Explained,Hindu,https://www.thehindu.com/business/agri-business/why-is-india-not-importing-corn-from-the-us-explained/article70080161.ece,Business,india importing corn explained,Neutral
379,ONGC takes control of Cambay basin block,Hindu,https://www.thehindu.com/business/ongc-takes-control-of-cambay-basin-block/article70081754.ece,Business,ongc takes control cambay basin block,Neutral
380,"Hero Future Energies gets ₹1,000 crore funding from SBI to fund hybrid project",Hindu,https://www.thehindu.com/business/hero-future-energies-gets-1000-crore-funding-from-sbi-to-fund-hybrid-project/article70081983.ece,Business,hero future energies gets crore funding sbi fund hybrid project,Neutral
381,"Watch: Post-COVID heart risks, men’s health, and what’s the new WHO update on essential meds?",Hindu,https://www.thehindu.com/videos/watch-post-covid-heart-risks-mens-health-and-whats-the-new-who-update-on-essential-meds/article70096935.ece,SciTech,watch postcovid heart risks mens health whats new update essential meds,Positive
382,Spotify to crack down on AI impersonation of musicians and spammy tracks,Hindu,https://www.thehindu.com/sci-tech/technology/spotify-to-crack-down-on-ai-impersonation-of-musicians-and-spammy-tracks/article70097069.ece,SciTech,spotify crack impersonation musicians spammy tracks,Neutral
383,Primebook 2 Neo Review | Bold concept pulled down by poor sound and trackpad,Hindu,https://www.thehindu.com/sci-tech/technology/gadgets/primebook-2-neo-review-bold-concept-pulled-down-by-poor-sound-and-trackpad/article70097110.ece,SciTech,primebook neo review bold concept pulled poor sound trackpad,Positive
384,The Science Quiz: Scientists and pseudoscience,Hindu,https://www.thehindu.com/sci-tech/science/the-science-quiz-scientists-and-pseudoscience/article70088701.ece,SciTech,science quiz scientists pseudoscience,Neutral
385,OpenAI introduces ChatGPT Pulse for personalised daily reports,Hindu,https://www.thehindu.com/sci-tech/technology/openai-introduces-chatgpt-pulse-for-personalised-daily-reports/article70096917.ece,SciTech,openai introduces chatgpt pulse personalised daily reports,Neutral
386,"Sexually transmitted disease cases fall, but not syphilis in newborns",Hindu,https://www.thehindu.com/sci-tech/health/sexually-transmitted-disease-cases-fall-but-not-syphilis-in-newborns/article70096886.ece,SciTech,sexually transmitted disease cases fall syphilis newborns,Positive
387,"Healthcare reforms required globally to match progress in diagnosis, treatment of Alzheimer's disease: researchers",Hindu,https://www.thehindu.com/sci-tech/health/healthcare-reforms-required-globally-to-match-progress-in-diagnosis-treatment-of-alzheimers-disease-researchers/article70096833.ece,SciTech,healthcare reforms required globally match progress diagnosis treatment alzheimers disease researchers,Neutral
