S.No,Headline,Source,Link,Category
267,Israel’s Benjamin Netanyahu to address U.N. as pressure mounts over Gaza war,Hindu,https://www.thehindu.com/news/international/israel-prime-minister-benjamin-netanyahu-address-at-unga/article70097141.ece,International
268,Turkish Airlines to expand fleet with 225 new Boeing aircraft after Tayyip Erdogan's U.S. visit,Hindu,https://www.thehindu.com/news/international/turkish-airlines-to-expand-fleet-with-225-new-boeing-aircraft-after-tayyip-erdogans-us-visit/article70096965.ece,International
269,"Slovenia bans Israeli Prime Minister Netanyahu from entering, citing ICC arrest warrant",Hindu,https://www.thehindu.com/news/international/slovenia-bans-israeli-prime-minister-netanyahu-from-entering-citing-icc-arrest-warrant/article70096777.ece,International
270,Halal concerns drive vaccine hesitancy as Indonesia fights measles outbreak,Hindu,https://www.thehindu.com/news/international/halal-concerns-drive-vaccine-hesitancy-as-indonesia-fights-measles-outbreak/article70096789.ece,International
271,Britain to introduce compulsory digital ID for workers,Hindu,https://www.thehindu.com/news/international/britain-to-introduce-compulsory-digital-id-for-workers/article70096809.ece,International
272,World leaders step up efforts behind scenes at U.N. to end war in Sudan,Hindu,https://www.thehindu.com/news/international/world-leaders-step-up-efforts-behind-scenes-at-un-to-end-war-in-sudan/article70096720.ece,International
273,73-year-old 'undocumented' Sikh woman deported from U.S. after 33 years,Hindu,https://www.thehindu.com/news/international/sikh-woman-us-india-deportation-undocumented-la-ice-officials-lawyer/article70096534.ece,International
274,Watch | Close to securing a peace deal in Gaza: Trump after meeting Erdogan in White House,Hindu,https://www.thehindu.com/shorts/watch-close-to-securing-a-peace-deal-in-gaza-trump-after-meeting-erdogan-in-white-house/article70096639.ece,International
275,Texas man executed for the ’exorcism’ killing of his girlfriend’s 13-month-old daughter,Hindu,https://www.thehindu.com/news/international/texas-man-executed-for-the-exorcism-killing-of-his-girlfriends-13-month-old-daughter/article70096349.ece,International
276,"Donald Trump’s drug tariff spares generics, but India braces for fallout",Hindu,https://www.thehindu.com/news/international/donald-trumps-drug-tariff-spares-generics-but-india-braces-for-fallout/article70096294.ece,International
277,The right to be cool in a sweltering Global South,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/the-right-to-be-cool-in-a-sweltering-south/article70093081.ece,International
278,Trump hosts Turkiye's Erdogan at U.S. considers lifting a ban on F-35 sales to NATO ally,Hindu,https://www.thehindu.com/news/international/trump-hosts-turkiyes-erdogan-at-us-considers-lifting-a-ban-on-f-35-sales-to-nato-ally/article70096217.ece,International
279,"Man who fired on ICE facility hated U.S. government, sought to kill federal agents, say officials",Hindu,https://www.thehindu.com/news/international/man-who-fired-on-ice-facility-hated-us-government-sought-to-kill-federal-agents-say-officials/article70096211.ece,International
280,"U.S. President Trump meets Pakistan PM Sharif, Field Marshal Munir at White House",Hindu,https://www.thehindu.com/news/international/trump-holds-talks-with-pakistans-prime-minister-shehbaz-sharif-updates/article70095339.ece,International
281,The latte factor – wealth killer in disguise,Hindu,https://www.thehindu.com/business/Industry/the-latte-factor-wealth-killer-in-disguise/article70104539.ece,Business
282,Arbitrage funds for near-alpha return?,Hindu,https://www.thehindu.com/business/Industry/arbitrage-funds-for-near-alpha-return/article70104537.ece,Business
283,The new-age maternity insurance story,Hindu,https://www.thehindu.com/business/Industry/the-new-age-maternity-insurance-story/article70104533.ece,Business
284,‘Power tools segment likely to more than double to $3.8 billion by 2035 at CAGR of 7.8%’,Hindu,https://www.thehindu.com/business/Industry/power-tools-segment-likely-to-more-than-double-to-38-billion-by-2035-at-cagr-of-78/article70102467.ece,Business
285,"WeWork India to float ₹3,000-crore IPO on October 3",Hindu,https://www.thehindu.com/business/Industry/wework-india-to-float-3000-crore-ipo-on-october-3/article70104687.ece,Business
286,Centre permits export of 2G ethanol for fuel purposes,Hindu,https://www.thehindu.com/business/centre-permits-export-of-2g-ethanol-for-fuel-purposes/article70102743.ece,Business
287,Anti-dumping probe opened on TB drug ethambutol hydrochloride,Hindu,https://www.thehindu.com/business/anti-dumping-probe-opened-on-tb-drug-ethambutol-hydrochloride/article70102751.ece,Business
288,Aurobindo Pharma arm sets up subsidiary in Malta,Hindu,https://www.thehindu.com/business/aurobindo-pharma-arm-sets-up-subsidiary-in-malta/article70102730.ece,Business
289,"U.S.’s HIRE Bill may choke India’s IT, BPM, GCC sectors",Hindu,https://www.thehindu.com/business/uss-hire-bill-may-choke-indias-it-bpm-gcc-sectors/article70101354.ece,Business
290,Tech research accelerator asks PMO to hold ground on digital sovereignty in US trade talks,Hindu,https://www.thehindu.com/business/tech-research-accelerator-asks-pmo-to-hold-ground-on-digital-sovereignty-in-us-trade-talks/article70101924.ece,Business
291,INSCO completes acquisition of Hindustan National Glass & Industries under IBC process,Hindu,https://www.thehindu.com/business/insco-completes-acquisition-of-hindustan-national-glass-industries-under-ibc-process/article70101535.ece,Business
292,Coming soon: natural gas pipeline from Ennore to Kondapalli,Hindu,https://www.thehindu.com/business/coming-soon-natural-gas-pipeline-from-ennore-to-kondapalli/article70102904.ece,Business
293,U.S. FAA allows Boeing's to certify Max jets for flight 6 years after fatal crashes,Hindu,https://www.thehindu.com/news/international/us-faa-allows-boeings-to-certify-max-jets-for-flight-6-years-after-fatal-crashes/article70101421.ece,Business
294,HDFC Bank barred from onboarding new clients in Dubai branch by local regulator,Hindu,https://www.thehindu.com/business/Industry/hdfc-bank-barred-from-onboarding-new-clients-in-dubai-branch-by-local-regulator/article70101501.ece,Business
295,"MoU signed to promote Jute, new-age fibre cultivation in Nagaland",Hindu,https://www.thehindu.com/business/mou-signed-to-promote-jute-new-age-fibre-cultivation-in-nagaland/article70099367.ece,Business
296,"Tata Consumer Products to invest ₹2,000 crore in next 5 years, signs MoU with govt",Hindu,https://www.thehindu.com/business/tata-consumer-products-to-invest-2000-crore-in-next-5-years-signs-mou-with-govt/article70099359.ece,Business
297,Nifty Pharma down 2% after U.S. announces tariff on pharma,Hindu,https://www.thehindu.com/business/nifty-pharma-down-2-after-us-announces-tariff-on-pharma/article70097945.ece,Business
298,Bank of Baroda gets approval as Trading-Cum-Clearing Member on IIBX at GIFT City,Hindu,https://www.thehindu.com/business/bank-of-baroda-gets-approval-as-trading-cum-clearing-member-on-iibx-at-gift-city/article70098269.ece,Business
299,Synology unveils data protection solutions,Hindu,https://www.thehindu.com/business/synology-unveils-data-protection-solutions/article70095012.ece,Business
300,Automotive firm Simple Energy raises $10 million in bridge round,Hindu,https://www.thehindu.com/business/automotive-firm-simple-energy-raises-10-million-in-bridge-round/article70098282.ece,Business
301,GST Council did not even discuss the issue of compensating States for revenue loss: Telangana and Kerala,Hindu,https://www.thehindu.com/business/Economy/gst-council-did-not-even-discuss-the-issue-of-compensating-states-for-revenue-loss-telangana-and-kerala/article70097662.ece,Business
302,Coal India workers to receive ₹1.03 lakh as performance-linked rewards,Hindu,https://www.thehindu.com/business/Industry/coal-india-workers-to-receive-103-lakh-as-performance-linked-rewards/article70098423.ece,Business
303,"CCPA slaps ₹2 lakh fine on FirstCry for misleading ads, unfair trade practices",Hindu,https://www.thehindu.com/business/ccpa-slaps-2-lakh-fine-on-firstcry-for-misleading-ads-unfair-trade-practices/article70098338.ece,Business
304,"Oracle, Silver Lake part of group of investors who will own about 50% of TikTok U.S., source says",Hindu,https://www.thehindu.com/sci-tech/technology/oracle-silver-lake-part-of-group-of-investors-who-will-own-about-50-of-tiktok-us-source-says/article70098050.ece,Business
305,"Businesses shut down because of law, online gaming companies tell Supreme Court",Hindu,https://www.thehindu.com/news/national/businesses-shut-down-because-of-law-online-gaming-companies-tell-supreme-court/article70097376.ece,Business
306,"Sensex, Nifty tank nearly 1% on selling in pharma, IT shares after new Trump tariffs on drugs",Hindu,https://www.thehindu.com/business/markets/sensex-nifty-tank-nearly-1-on-selling-in-pharma-it-shares-after-new-trump-tariffs-on-drugs/article70097480.ece,Business
307,Rupee rises 4 paise to close at 88.72 against U.S. dollar,Hindu,https://www.thehindu.com/business/markets/rupee-rises-4-paise-to-close-at-8872-against-us-dollar/article70097461.ece,Business
308,Supreme Court defers Vodafone Idea plea against extra AGR demand to October 6,Hindu,https://www.thehindu.com/news/national/supreme-court-defers-vodafone-idea-plea-against-extra-agr-demand-to-october-6/article70097233.ece,Business
309,"Government says India held ‘constructive’ meetings in the U.S., does not reveal date of next official meeting",Hindu,https://www.thehindu.com/business/Economy/india-held-constructive-meetings-in-us-does-not-reveal-date-of-next-official-negotiation-round-government/article70097198.ece,Business
310,India’s compute consumption still remains low; with students having only a tiny access to computers,Hindu,https://www.thehindu.com/business/Industry/indias-compute-consumption-still-remains-low-with-students-having-only-a-tiny-access-to-computers/article70094174.ece,Business
311,Turkish Airlines to expand fleet with 225 new Boeing aircraft after Tayyip Erdogan's U.S. visit,Hindu,https://www.thehindu.com/news/international/turkish-airlines-to-expand-fleet-with-225-new-boeing-aircraft-after-tayyip-erdogans-us-visit/article70096965.ece,Business
312,"Somerville College, University of Oxford, honours Tata Sons chairman Natarajan Chandrasekaran with Foundation Fellowship",Hindu,https://www.thehindu.com/business/somerville-college-university-of-oxford-honours-tata-sons-chairman-natarajan-chandrasekaran-with-foundation-fellowship/article70094528.ece,Business
313,Immediate impact on Indian pharma exports unlikely: Pharmexcil chairman Namit Joshi,Hindu,https://www.thehindu.com/business/Industry/immediate-impact-on-indian-pharma-exports-unlikely-pharmexcil-chairman-namit-joshi/article70096708.ece,Business
314,U.S. plans 1:1 chip production rule to curb overseas reliance: Report,Hindu,https://www.thehindu.com/sci-tech/technology/us-plans-11-chip-production-rule-to-curb-overseas-reliance-report/article70096705.ece,Business
315,"SC upholds NCLAT nod to JSW Steel’s ₹19,700-cr resolution plan for BPSL",Hindu,https://www.thehindu.com/business/Industry/supreme-court-bhushan-power-and-steel-limited-insolvency-acquisition-jsw-verdict-sept-26-2025/article70096698.ece,Business
316,"CoreWeave expands OpenAI pact with new $6.5 billion contract, sees ""the quarter of diversification""",Hindu,https://www.thehindu.com/sci-tech/technology/coreweave-expands-openai-pact-with-new-65-billion-contract-sees-the-quarter-of-diversification/article70096276.ece,Business
317,"Rupee recovers from all-time low, rises 6 paise to 88.70 against U.S. dollar",Hindu,https://www.thehindu.com/business/markets/rupee-recovers-from-all-time-low-rises-6-paise-to-8870-against-us-dollar/article70096441.ece,Business
318,Elon Musk's xAI to provide Grok chatbot to U.S. federal agencies,Hindu,https://www.thehindu.com/sci-tech/technology/elon-musks-xai-to-provide-grok-chatbot-to-us-federal-agencies/article70096281.ece,Business
319,"Equity markets trade lower dragged by pharma stocks, relentless foreign fund outflows",Hindu,https://www.thehindu.com/business/markets/equity-markets-trade-lower-dragged-by-pharma-stocks-relentless-foreign-fund-outflows/article70096444.ece,Business
320,U.S. judge preliminarily approves $1.5 billion Anthropic copyright settlement,Hindu,https://www.thehindu.com/sci-tech/technology/us-judge-preliminarily-approves-15-billion-anthropic-copyright-settlement/article70096260.ece,Business
321,"Doubling capacity at Mumbai terminal boosts efficiency, faster vessel turnaround, says PSA India",Hindu,https://www.thehindu.com/business/doubling-capacity-at-mumbai-terminal-boosts-efficiency-faster-vessel-turnaround-says-psa-india/article70094802.ece,Business
322,Amazon to pay $2.5 billion to settle Prime deception allegations,Hindu,https://www.thehindu.com/sci-tech/technology/amazon-to-pay-25-billion-to-settle-prime-deception-allegations/article70096270.ece,Business
323,Škoda to introduce next generation Octavia RS in India,Hindu,https://www.thehindu.com/business/%C5%A1koda-to-introduce-next-generation-octavia-rs-in-india/article70093177.ece,Business
324,Natco Pharma mulls demerger of agro business,Hindu,https://www.thehindu.com/business/natco-pharma-mulls-demerger-of-agro-business/article70094763.ece,Business
325,"Coca-Cola bottlers to invest ₹25,760 crore in India's food processing sector",Hindu,https://www.thehindu.com/business/coca-cola-bottlers-to-invest-25760-crore-in-indias-food-processing-sector/article70094821.ece,Business
326,"Standard Chartered, CCIL and IFSCA to open dollar clearing facility on October 7",Hindu,https://www.thehindu.com/business/standard-chartered-ccil-and-ifsca-to-open-dollar-clearing-facility-on-october-7/article70093833.ece,Business
327,TVS Motor to buy Italian automotive design firm Engines Engineering,Hindu,https://www.thehindu.com/business/tvs-motor-to-buy-italian-automotive-design-firm-engines-engineering/article70094079.ece,Business
328,Outward remittances under LRS dips 11% in July to $2452.93 million,Hindu,https://www.thehindu.com/business/outward-remittances-under-lrs-dips-11-in-july-to-245293-million/article70094648.ece,Business
329,Late Cyrus Mistry son Firoz joins Afcons Board,Hindu,https://www.thehindu.com/business/late-cyrus-mistry-son-firoz-joins-afcons-board/article70093105.ece,Business
330,Elitecon International to raise ₹300 crore by QIP,Hindu,https://www.thehindu.com/business/elitecon-international-to-raise-300-crore-by-qip/article70092986.ece,Business
331,"Nuvama, C&W-backed fund buys office campus in Chennai from Keppel for ₹2,550 crore",Hindu,https://www.thehindu.com/business/nuvama-cw-backed-fund-buys-office-campus-in-chennai-from-keppel-for-2550-crore/article70094828.ece,Business
332,"Industry sought extension of subsidies for e-2 wheelers, but unlikely: Kinetic Green’s Motwani",Hindu,https://www.thehindu.com/business/industry-sought-extension-of-subsidies-for-e-2-wheelers-but-unlikely-kinetic-greens-motwani/article70093196.ece,Business
333,"Spanish data centre firm Submer opens shop in India, plans manufacturing",Hindu,https://www.thehindu.com/business/Industry/spanish-data-centre-firm-submer-opens-shop-in-india-plans-manufacturing/article70093551.ece,Business
334,Income Tax department extends deadline for tax audit report submission to October 31,Hindu,https://www.thehindu.com/business/Economy/income-tax-department-extends-deadline-for-tax-audit-report-submission-to-october-31/article70093386.ece,Business
335,RBI mandates tougher authentication process for digital transactions,Hindu,https://www.thehindu.com/business/Economy/rbi-mandates-tougher-authentication-process-for-digital-transactions/article70092908.ece,Business
336,"The Hindu Mind highlights: Telangana Dy CM Bhatti Vikramarka Mallu, Kerala FM K.N. Balagopal speak on GST 2.0",Hindu,https://www.thehindu.com/business/Economy/the-hindu-mind-conversation-bhatti-vikramarka-mallu-kn-balagopal-gst-september-25-2025/article70092752.ece,Business
337,"Uttar Pradesh traders, consumers will gain most from GST reforms: CM Yogi Adityanath",Hindu,https://www.thehindu.com/news/national/uttar-pradesh/uttar-pradesh-traders-consumers-will-gain-most-from-gst-reforms-cm-yogi-adityanath/article70089230.ece,Business
338,"Gold slips ₹125 to ₹1,12,430/10 g in futures trade as investors eye U.S. inflation data",Hindu,https://www.thehindu.com/business/markets/gold-slips-125-to-11243010-g-in-futures-trade-as-investors-eye-us-inflation-data/article70092198.ece,Business
339,Surge in silver jewellery imports from Thailand spurs DGFT to impose strict restrictions,Hindu,https://www.thehindu.com/business/Industry/surge-in-silver-jewellery-imports-from-thailand-spurs-dgft-to-impost-strict-restrictions/article70092086.ece,Business
340,"Cabinet approves ₹69,725 crore package to revitalise shipbuilding, maritime ecosystem",Hindu,https://www.thehindu.com/news/national/cabinet-approves-69725-crore-package-to-revitalise-shipbuilding-maritime-ecosystem/article70092120.ece,Business
341,"Stock markets fall in early trade on relentless foreign fund outflows, H-1B visa fee concerns",Hindu,https://www.thehindu.com/business/markets/stock-markets-fall-in-early-trade-on-relentless-foreign-fund-outflows-h-1b-visa-fee-concerns/article70091966.ece,Business
342,Rupee recovers 15 paise from all-time low to 88.60 against U.S. dollar in early trade,Hindu,https://www.thehindu.com/business/markets/rupee-recovers-15-paise-from-all-time-low-to-8860-against-us-dollar-in-early-trade/article70091935.ece,Business
343,Collins Aerospace working on restoring software for airlines hit by cyberattack,Hindu,https://www.thehindu.com/sci-tech/technology/collins-aerospace-working-on-restoring-software-for-airlines-hit-by-cyberattack/article70091773.ece,Business
344,Intel seeks investment from Apple: Report,Hindu,https://www.thehindu.com/sci-tech/technology/intel-seeks-investment-from-apple-report/article70091789.ece,Business
345,"Lenovo, Nutanix deepen alliance to deliver AI-ready cloud infra in India",Hindu,https://www.thehindu.com/business/Industry/lenovo-nutanix-deepen-alliance-to-deliver-ai-ready-cloud-infra-in-india/article70084613.ece,Business
346,Capri Global to raise upto ₹400 crore via NCD issue,Hindu,https://www.thehindu.com/business/Industry/capri-global-to-raise-upto-400-crore-via-ncd-issue/article70089160.ece,Business
347,Sudhanshu Vats named as new chairman of ASCI,Hindu,https://www.thehindu.com/business/sudhanshu-vats-named-as-new-chairman-of-asci/article70081459.ece,Business
348,Glottis Limited fixes IPO price band at ₹120-₹129 per share,Hindu,https://www.thehindu.com/business/markets/glottis-limited-fixes-ipo-price-band-at-120-129-per-share/article70089136.ece,Business
349,No takers yet for govt’s EV import scheme,Hindu,https://www.thehindu.com/business/no-takers-yet-for-govts-ev-import-scheme/article70089666.ece,Business
350,Gem and Jewellery sector seeks urgent relief as U.S. tariff hits hard,Hindu,https://www.thehindu.com/business/gem-and-jewellery-sector-seeks-urgent-relief-as-us-tariff-hits-hard/article70089263.ece,Business
351,"Justice on GST disputes will now be fair, fast, transparent and accessible: FM Sitharaman",Hindu,https://www.thehindu.com/business/justice-on-gst-disputes-will-now-be-fair-fast-transparent-and-accessible-fm-sitharaman/article70089643.ece,Business
352,"UPI now accepted in Qatar, Qatar Duty Free becomes first merchant",Hindu,https://www.thehindu.com/business/upi-now-accepted-in-qatar-qatar-duty-free-becomes-first-merchant/article70090456.ece,Business
353,ONGC eyes acquisition of 2.5-3 GW renewable energy projects,Hindu,https://www.thehindu.com/business/ongc-eyes-acquisition-of-25-3-gw-renewable-energy-projects/article70090466.ece,Business
354,"Camera maker OM System re-enters India, eyes strong growth",Hindu,https://www.thehindu.com/business/camera-maker-om-system-re-enters-india-eyes-strong-growth/article70084625.ece,Business
355,Growth outlook for H2 is one of optimism: RBI Bulletin,Hindu,https://www.thehindu.com/business/growth-outlook-for-h2-is-one-of-optimism-rbi-bulletin/article70090014.ece,Business
356,"Glenmark, Hengrui Pharma in pact for cancer drug",Hindu,https://www.thehindu.com/business/glenmark-hengrui-pharma-in-pact-for-cancer-drug/article70090084.ece,Business
357,U.S. FDA nod for Lupin’s copy of Gilead Sciences’ HIV drug,Hindu,https://www.thehindu.com/business/Industry/us-fda-nod-for-lupins-copy-of-gilead-sciences-hiv-drug/article70089677.ece,Business
358,"KreditVenture NBFC launched to serve MSMEs in tier 2, 3 cities",Hindu,https://www.thehindu.com/business/kreditventure-nbfc-launched-to-serve-msmes-in-tier-2-3-cities/article70085724.ece,Business
359,"Dr. Reddy’s, Hetero to supply Gilead’s HIV drug Lenacapavir at $40",Hindu,https://www.thehindu.com/business/dr-reddys-hetero-to-supply-gileads-hiv-drug-lenacapavir-at-40/article70090007.ece,Business
360,"GAIL board okays ₹5,364 crore Jamnagar-Loni LPG doubling pipeline capacity project",Hindu,https://www.thehindu.com/business/gail-board-okays-5364-crore-jamnagar-loni-lpg-doubling-pipeline-capacity-project/article70089701.ece,Business
361,"Coffee Board to hold awareness programmes on EUDR compliance, says CEO",Hindu,https://www.thehindu.com/business/coffee-board-to-hold-awareness-programmes-on-eudr-compliance-says-ceo/article70085100.ece,Business
362,"Sensex, Nifty decline for fourth day on profit taking in bank, auto shares; Sensex down 386 points",Hindu,https://www.thehindu.com/business/markets/sensex-nifty-decline-for-fourth-day-on-profit-taking-in-bank-auto-shares-sensex-down-386-points/article70088632.ece,Business
363,Rupee recovers 2 paise to close at 88.71 against U.S. dollar,Hindu,https://www.thehindu.com/business/markets/rupee-recovers-2-paise-to-close-at-8871-against-us-dollar/article70088657.ece,Business
364,"Adani says SEBI ruling vindicates group, signals resilience in post-Hindenburg era",Hindu,https://www.thehindu.com/business/Industry/adani-says-sebi-ruling-vindicates-group-signals-resilience-in-post-hindenburg-era/article70088194.ece,Business
365,Ambani’s Reliance Consumer Products Limited to set up integrated manufacturing facility in Tamil Nadu,Hindu,https://www.thehindu.com/news/national/tamil-nadu/ambani-reliance-consumer-products-limited-to-set-up-integrated-manufacturing-facility-in-tamil-nadu/article70087781.ece,Business
366,GST 2.0 draws shoppers across Amazon and Flipkart,Hindu,https://www.thehindu.com/sci-tech/technology/gst-20-draws-shoppers-across-amazon-and-flipkart/article70087970.ece,Business
367,OpenAI’s Sam Altman and Nvidia’s Jensen Huang cautiously praise Trump’s H-1B visa fee: Report,Hindu,https://www.thehindu.com/sci-tech/technology/openais-sam-altman-and-nvidias-jensen-huang-cautiously-praise-trumps-h-1b-visa-fee-report/article70087906.ece,Business
368,Walmart-backed PhonePe files confidential papers for IPO,Hindu,https://www.thehindu.com/business/markets/walmart-backed-phonepe-files-confidential-ipo/article70087861.ece,Business
369,India-U.S. to increase energy trade in coming years: Commerce Minister Goyal says in New York,Hindu,https://www.thehindu.com/business/Economy/india-us-to-increase-energy-trade-in-coming-years-commerce-minister-goyal-says-in-new-york/article70087655.ece,Business
370,"Stock markets decline in early trade on foreign fund outflows, U.S. H-1B visa fees concerns",Hindu,https://www.thehindu.com/business/markets/stock-markets-decline-in-early-trade-on-foreign-fund-outflows-us-h-1b-visa-fees-concerns/article70087379.ece,Business
371,"EU queries Apple, Google, Microsoft over financial scams",Hindu,https://www.thehindu.com/sci-tech/technology/eu-queries-apple-google-microsoft-over-financial-scams/article70087252.ece,Business
372,Rupee falls 7 paise to 88.80 against U.S. dollar in early trade,Hindu,https://www.thehindu.com/business/markets/rupee-dollar-rate-falls-all-time-low-updates-september-24-2025/article70087349.ece,Business
373,Google turns AI setbacks into dominance in just one year,Hindu,https://www.thehindu.com/sci-tech/technology/google-turns-ai-setbacks-into-dominance-in-just-one-year/article70087242.ece,Business
374,Amazon trial begins on FTC claims it duped Prime subscribers,Hindu,https://www.thehindu.com/sci-tech/technology/amazon-trial-begins-on-ftc-claims-it-duped-prime-subscribers/article70087247.ece,Business
375,"OpenAI shows off Stargate AI data centre in Texas and plans 5 more elsewhere with Oracle, Softbank",Hindu,https://www.thehindu.com/sci-tech/technology/openai-shows-off-stargate-ai-data-centre-in-texas-and-plans-5-more-elsewhere-with-oracle-softbank/article70087256.ece,Business
376,How is the jewellery sector coping with U.S. tariffs? | Explained,Hindu,https://www.thehindu.com/business/Industry/how-is-the-jewellery-sector-coping-with-us-tariffs-explained/article70086091.ece,Business
377,Getting GST 2.0 to run like a well-oiled machine,Hindu,https://www.thehindu.com/opinion/op-ed/getting-gst-20-to-run-like-a-well-oiled-machine/article70085502.ece,Business
378,Automotive software in India seeing long development cycles as regulatory pressures adding to existing bottlenecks: BlackBerry firm,Hindu,https://www.thehindu.com/business/automotive-software-in-india-seeing-long-development-cycles-as-regulatory-pressures-adding-to-existing-bottlenecks-blackberry-firm/article70085218.ece,Business
379,"Accenture proposes new campus in Andhra Pradesh, eyes adding 12,000 jobs",Hindu,https://www.thehindu.com/business/accenture-proposes-new-campus-in-andhra-pradesh-eyes-adding-12000-jobs/article70086119.ece,Business
380,"India's strong private sector expansion loses some steam in September, PMIs show",Hindu,https://www.thehindu.com/business/indias-strong-private-sector-expansion-loses-some-steam-in-september-pmis-show/article70086066.ece,Business
381,Why we are losing young lives to heart disease and how we can tackle this,Hindu,https://www.thehindu.com/sci-tech/health/why-we-are-losing-young-lives-to-heart-disease-and-how-we-can-tackle-this/article70079474.ece,SciTech
382,Clustering maize plants together can improve their insect resistance,Hindu,https://www.thehindu.com/sci-tech/science/clustering-maize-plants-together-can-improve-their-insect-resistance/article70104803.ece,SciTech
383,"Government aims to integrate Ayurveda into health education curriculum in schools, colleges: Minister",Hindu,https://www.thehindu.com/sci-tech/health/government-aims-to-integrate-ayurveda-into-health-education-curriculum-in-schools-colleges-minister/article70105509.ece,SciTech
384,Going beyond the metaphor ‘young at heart’,Hindu,https://www.thehindu.com/opinion/op-ed/going-beyond-the-metaphor-young-at-heart/article70104647.ece,SciTech
385,Reimagining green economy through landscapes,Hindu,https://www.thehindu.com/opinion/op-ed/reimagining-green-economy-through-landscapes/article70106596.ece,SciTech
386,Why a study claiming vaccines cause chronic illness is severely flawed – a biostatistician explains the biases and unsupported conclusions,Hindu,https://www.thehindu.com/sci-tech/health/why-a-study-claiming-vaccines-cause-chronic-illness-is-severely-flawed-a-biostatistician-explains-the-biases-and-unsupported-conclusions/article70104653.ece,SciTech
387,First India-born cheetah set to reach adulthood in Kuno National Park,Hindu,https://www.thehindu.com/news/national/first-india-born-cheetah-set-to-reach-adulthood-in-kuno-national-park/article70105094.ece,SciTech
388,What your child’s platelet count and haemoglobin levels could be telling you,Hindu,https://www.thehindu.com/sci-tech/health/what-your-childs-platelet-count-and-haemoglobin-levels-could-be-telling-you/article70079378.ece,SciTech
389,What is multi-messenger astronomy?,Hindu,https://www.thehindu.com/sci-tech/science/what-is-multi-messenger-astronomy/article70104783.ece,SciTech
390,A decade among the stars: India’s first space observatory AstroSat completes 10 years,Hindu,https://www.thehindu.com/sci-tech/science/a-decade-among-the-stars-indias-first-space-observatory-astrosat-completes-10-years/article70104675.ece,SciTech
391,Govt report estimates one-third of India's children age 5-9 have high triglycerides,Hindu,https://www.thehindu.com/sci-tech/health/govt-report-estimates-one-third-of-indias-children-age-5-9-have-high-triglycerides/article70104618.ece,SciTech
392,Why eco-restoration alone won’t help residents of the heavily industrialised Manali-Ennore region in North Chennai,Hindu,https://www.thehindu.com/sci-tech/health/why-eco-restoration-alone-wont-help-residents-of-the-heavily-industrialised-manali-ennore-region-in-north-chennai/article70096350.ece,SciTech
393,"Raised in Assam’s temple pond, 104 turtle hatchlings released in rhino habitat",Hindu,https://www.thehindu.com/news/national/assam/raised-in-assams-temple-pond-104-turtle-hatchlings-released-in-rhino-habitat/article70104417.ece,SciTech
394,Watch: India’s renewables push is incomplete; here’s why: the storage challenge,Hindu,https://www.thehindu.com/videos/watch-indias-renewables-push-is-incomplete-heres-why-the-storage-challenge/article70104469.ece,SciTech
395,India's Cold Desert Biosphere Reserve designated by UNESCO,Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/indias-cold-desert-biosphere-reserve-designated-by-unesco/article70103250.ece,SciTech
396,Has AI finally solved your email problem?,Hindu,https://www.thehindu.com/sci-tech/technology/has-ai-finally-solved-your-email-problem/article70088578.ece,SciTech
397,Can an ivermectin pill keep malaria from being transmitted?,Hindu,https://www.thehindu.com/sci-tech/science/can-an-ivermectin-pill-keep-malaria-from-being-transmitted/article70083972.ece,SciTech
398,"Elephants in fragmented habitats of South Bengal record higher levels of stress, reveals study",Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/elephants-in-fragmented-habitats-of-south-bengal-record-higher-levels-of-stress-reveals-study/article70102388.ece,SciTech
399,How Israel used Azure to monitor Palestinians | Explained,Hindu,https://www.thehindu.com/news/international/how-israel-used-azure-to-monitor-palestinians-explained/article70103052.ece,SciTech
400,Diella | Virtual minister,Hindu,https://www.thehindu.com/sci-tech/technology/diella-virtual-minister/article70103098.ece,SciTech
401,Acetaminophen | Spectacle of blame,Hindu,https://www.thehindu.com/sci-tech/health/acetaminophen-spectacle-of-blame/article70103090.ece,SciTech
402,More than seven decades of science for peace,Hindu,https://www.thehindu.com/children/more-than-seven-decades-of-science-for-peace/article70056488.ece,SciTech
403,"Students, MLAs urge ICAR to include agri school students in B.Sc. Agriculture admissions",Hindu,https://www.thehindu.com/news/national/students-mlas-urge-icar-to-include-agri-school-students-in-bsc-agriculture-admissions/article70102549.ece,SciTech
404,Science quiz: On environmental health,Hindu,https://www.thehindu.com/sci-tech/health/science-quiz-on-environmental-health/article70087777.ece,SciTech
405,"Not just one-horned rhino, Kaziranga Park also harbours a rich variety of insects, spiders",Hindu,https://www.thehindu.com/sci-tech/energy-and-environment/kaziranga-records-283-species-of-native-insects-spiders/article70101258.ece,SciTech
406,Three Indian doctors awarded with Gates Foundation’s Goalkeepers Champions Award,Hindu,https://www.thehindu.com/news/national/maharashtra/three-indian-doctors-awarded-with-gates-foundations-goalkeepers-champions-award/article70090210.ece,SciTech
